0,1,2,3,4,5,/llama-instruct-12379_correct,/llama-instruct-12379_choiceA_probs,/llama-instruct-12379_choiceB_probs,/llama-instruct-12379_choiceC_probs,/llama-instruct-12379_choiceD_probs
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,Co-ordinator,Shaper,Resource investigator,Implementer,C,False,0.28503013,0.3371852,0.18906441,0.18872033
Which is not a recognised form of business continuity planning?,Contingency planning,Scenario planning,Financial planning,Building planning,D,False,0.23703195,0.3348442,0.13468887,0.29343492
What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,Opportunistic organisation,Enterprising organisation,International organisation,Agile organisation,D,False,0.26886854,0.3111004,0.18608853,0.2339426
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,False,0.24621911,0.34015945,0.16367853,0.24994294
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,False,0.22843501,0.3750407,0.146339,0.25018528
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,True,0.31442034,0.3500314,0.105526134,0.2300221
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,False,0.21503992,0.37658206,0.10709542,0.30128258
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,False,0.21328992,0.38430172,0.15569037,0.246718
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,True,0.39199758,0.35372445,0.09693094,0.15734705
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,True,0.3217369,0.31270412,0.14513496,0.22042394
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,True,0.21386378,0.29970503,0.2665891,0.21984218
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,False,0.22249258,0.38961765,0.12488703,0.26300272
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.2821057,0.32623503,0.14538158,0.24627766
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,True,0.19894762,0.23965326,0.11432405,0.447075
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,False,0.15043853,0.3523379,0.25665194,0.24057163
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,True,0.23139204,0.32758036,0.17243448,0.26859307
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,False,0.21792613,0.36403918,0.17648835,0.24154636
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.27132136,0.42042714,0.16616635,0.14208516
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,False,0.23641557,0.38806015,0.1934192,0.18210506
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.21254042,0.38867855,0.14241229,0.25636876
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,False,0.31042817,0.32610187,0.19014171,0.1733282
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.22119477,0.32701692,0.18884279,0.26294547
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.12250172,0.54724985,0.09718338,0.233065
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.34517798,0.25004527,0.1877076,0.21706912
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,False,0.27019447,0.28625777,0.23670982,0.20683798
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.15537581,0.49968776,0.15649055,0.18844599
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,False,0.33983347,0.36713865,0.115477055,0.17755088
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,False,0.28813702,0.19883321,0.27174947,0.24128027
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,True,0.24486618,0.35551247,0.1643891,0.23523231
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.19408591,0.31352255,0.2034321,0.28895944
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.23686348,0.34789294,0.16208886,0.25315472
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,True,0.23964334,0.33284065,0.16027299,0.26724306
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.14505255,0.45235497,0.14213769,0.2604547
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.3808569,0.28358865,0.13318026,0.20237422
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.27649054,0.31864077,0.16134135,0.24352735
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.25579107,0.28071353,0.19958568,0.26390973
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.27957338,0.30671412,0.14933461,0.26437786
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.27277148,0.31834123,0.16619319,0.24269405
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.15141912,0.31955558,0.29535294,0.23367237
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.2002591,0.3012456,0.22911176,0.26938355
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.22923744,0.54143804,0.0944503,0.1348741
What is the optimal span of control?,2,5,7,None of the above,D,False,0.15120278,0.30453113,0.30034667,0.24391945
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,False,0.22660764,0.36434394,0.14009812,0.26895028
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.24091956,0.32009262,0.18730296,0.25168484
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.28924343,0.35194796,0.15570453,0.20310411
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.28674787,0.35587516,0.17254487,0.18483208
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.12263568,0.22841328,0.18752676,0.46142426
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,False,0.29151788,0.35730734,0.12860599,0.2225688
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.3173515,0.23455127,0.2337621,0.21433508
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.21916081,0.36607027,0.12371998,0.29104894
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.24733977,0.46193203,0.13030931,0.160419
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,False,0.23970018,0.32275495,0.13075297,0.3067918
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,False,0.280975,0.31855223,0.14963484,0.25083792
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.25604138,0.32618278,0.16993654,0.24783932
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.24196811,0.34602404,0.19265567,0.2193522
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.35027775,0.25687352,0.18045686,0.2123918
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.33817053,0.4356032,0.10999561,0.1162306
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.10436787,0.49663365,0.31430373,0.084694766
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.17566308,0.2680101,0.086281,0.4700459
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.25680202,0.43651843,0.13653278,0.17014678
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.22962,0.35737705,0.1872221,0.22578083
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.21847242,0.29049414,0.29800305,0.19303049
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.24740414,0.1609383,0.38315707,0.20850056
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,False,0.27489287,0.32192406,0.14890608,0.25427702
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,False,0.30003083,0.32063362,0.17892644,0.2004091
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,True,0.23118314,0.28536257,0.23755735,0.24589704
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.21197407,0.33655173,0.19521785,0.25625637
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,True,0.20451601,0.33840892,0.26669744,0.19037771
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.2550092,0.25933152,0.18861029,0.297049
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.16993362,0.27392477,0.4126287,0.14351285
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.29010925,0.30640942,0.33254656,0.07093477
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.19542399,0.3111386,0.14686246,0.34657493
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.25575483,0.3101104,0.1712259,0.26290882
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.11086249,0.2718794,0.31022137,0.30703673
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.31583202,0.28370515,0.13848247,0.26198032
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.23606135,0.3400593,0.20047225,0.22340718
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,False,0.23084064,0.3157951,0.24132119,0.2120431
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,True,0.2596707,0.27692303,0.255719,0.20768723
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,True,0.28294504,0.23734239,0.19057217,0.28914043
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,False,0.33673143,0.34806648,0.12080358,0.19439851
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.41441146,0.21795712,0.1143299,0.25330147
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.24931741,0.32525617,0.14083223,0.28459424
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.071108975,0.18774033,0.430307,0.3108437
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,True,0.28069183,0.35719755,0.12222401,0.23988657
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.32719174,0.32341313,0.14432323,0.20507185
