0,1,2,3,4,5,/rlhf-fixed-llama-instruct-bs-16_correct,/rlhf-fixed-llama-instruct-bs-16_choiceA_probs,/rlhf-fixed-llama-instruct-bs-16_choiceB_probs,/rlhf-fixed-llama-instruct-bs-16_choiceC_probs,/rlhf-fixed-llama-instruct-bs-16_choiceD_probs
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.26043394,0.2954826,0.18175256,0.2623309
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.27141216,0.34089106,0.15310459,0.23459217
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,True,0.29594213,0.32405514,0.15055224,0.22945052
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.18533492,0.44434273,0.13650396,0.23381834
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.3887302,0.27508217,0.12760828,0.2085793
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.3459511,0.2961595,0.1302844,0.22760499
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.31059656,0.291975,0.16218372,0.23524477
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.3379136,0.3085212,0.14540331,0.20816189
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,True,0.3549372,0.30078232,0.13914952,0.20513098
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.19952212,0.3054309,0.26900664,0.22604032
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.25872102,0.28818628,0.21386959,0.23922308
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.31542295,0.48939836,0.078081146,0.11709748
What is the optimal span of control?,2,5,7,None of the above,D,False,0.20858686,0.30822846,0.2367813,0.24640341
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,False,0.32191378,0.33979478,0.11287377,0.22541763
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.2845437,0.3149335,0.16451265,0.23601021
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.36781213,0.33352813,0.12460089,0.17405891
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,False,0.34103194,0.33968878,0.1525908,0.16668858
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.17089362,0.2537832,0.17146924,0.40385395
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,False,0.3224852,0.33210573,0.13016763,0.21524145
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.39472285,0.2478995,0.20011634,0.15726136
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.27496532,0.34918284,0.10201125,0.27384058
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.3041654,0.41723743,0.11491672,0.16368043
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,False,0.25174144,0.31433758,0.12974985,0.30417114
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,False,0.32475954,0.32011515,0.13267209,0.22245318
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.33754215,0.28670007,0.14431232,0.23144549
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.27054647,0.35216123,0.1724247,0.2048676
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.3750722,0.25667137,0.16206782,0.20618853
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.4010874,0.41788906,0.091665596,0.0893579
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.19292244,0.502505,0.2234182,0.08115443
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.20231605,0.2781811,0.078762226,0.44074062
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.2897631,0.44962582,0.12480754,0.13580352
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.30192366,0.34524065,0.16008458,0.19275111
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,False,0.2635021,0.29146835,0.27385566,0.17117392
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.30375335,0.16361842,0.3311733,0.20145494
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,False,0.35477307,0.30844155,0.12756675,0.20921853
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.3425681,0.3170661,0.15633525,0.18403059
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,True,0.28174898,0.31870005,0.18451066,0.21504028
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.26377425,0.32452402,0.16191815,0.24978362
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,True,0.26630783,0.34701502,0.22951041,0.15716673
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.3003964,0.25461414,0.16266672,0.28232282
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.21575859,0.2795822,0.37706956,0.12758964
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,False,0.3784262,0.29822394,0.27691215,0.046437677
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.21606205,0.31021562,0.14271191,0.33101043
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.31423232,0.30065176,0.13237746,0.2527385
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,True,0.15465824,0.26509333,0.28862292,0.29162547
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.34830365,0.26538613,0.14139087,0.24491923
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.29119384,0.33073962,0.18883222,0.18923424
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,False,0.26695237,0.3189832,0.21176763,0.20229682
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.29083222,0.26768407,0.23319201,0.20829171
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.33203587,0.23276733,0.1751479,0.2600489
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.40018097,0.32928914,0.10721125,0.16331868
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.40256053,0.21104324,0.11895082,0.26744547
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.28872433,0.32462707,0.1283393,0.25830927
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.12912151,0.23986398,0.35844213,0.27257243
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,False,0.35340372,0.34508744,0.10456003,0.19694881
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.39610624,0.3052156,0.11366072,0.18501744
