0,1,2,3,4,5,/rlhf-fixed-llama-v3-bs-16_correct,/rlhf-fixed-llama-v3-bs-16_choiceA_probs,/rlhf-fixed-llama-v3-bs-16_choiceB_probs,/rlhf-fixed-llama-v3-bs-16_choiceC_probs,/rlhf-fixed-llama-v3-bs-16_choiceD_probs
What would be the frequency of AABBCC individuals from a mating of two AaBbCc individuals?,1.0/64,1.0/32,1.0/128,1.0/256,A,False,0.22419862,0.2630463,0.32272902,0.19002609
It is currently estimated that there are ______ human protein-coding genes although this estimate may be reduced over time.,"10,000–15,000","19,000–20,000","29,000–30,000","100,000",B,True,0.22295569,0.27475956,0.24959376,0.25269106
With which of the following relatives is an individual most likely to share a common HLA haplotype?,Father,Mother,Sister,Son,C,False,0.17781602,0.2428446,0.27056518,0.3087742
Which of the following genes conveys susceptibility for polygenic Alzheimer disease?,APP,PS1,PS2,APOE,D,True,0.15304622,0.2135962,0.22159459,0.411763
The DiGeorge/Shprintzen syndrome is caused by a deletion in which chromosome?,4,7,15,22,D,False,0.17169942,0.31785154,0.34946403,0.16098504
X-chromosome inactivation,results in genetically turning off one of the two X chromosomes in female mammals,takes place in humans so that the same X chromosome is inactive in all of the cells of a female,is the cause of the Y chromosome being genetically inactive,occurs in fruit flies but not in mammals,A,False,0.32126573,0.33335316,0.13257319,0.21280791
The pattern of inheritance shown by glucose-6-phosphate dehydrogenase (G6PD) deficiency is:,autosomal dominant.,autosomal recessive.,X-linked dominant.,X-linked recessive.,D,False,0.23489776,0.40409803,0.213043,0.14796121
Homeobox sequences,are present in the genome of many animal species,are found in prokaryotes but not in eukaryotes,were identified as the integration sites for bacterial viruses,represent integration sites for transposable elements,A,False,0.20132872,0.34538296,0.21256278,0.24072558
Which of the following karyotypes is diagnostic of Down syndrome,"46,XX,der(14;21)(q10;q10)pat+21","47,XY,+13","45,XX,rob,(14;21)(q10;q10)","46,XY,t(2;3)(q21;q12)",A,True,0.30220786,0.29782915,0.2175443,0.18241872
"Nature is more important for ______ differences, while nurture has greater influence on ______ differences.",structural and anatomical; psychological and social,psychological and social; structural and anatomical,structural and psychological; anatomical and social,social and anatomical; psychological and structural,A,True,0.34595656,0.25732565,0.2542438,0.14247401
Which of the following would result in Angelman syndrome?,Maternal UPD 15,Paternal UPD 15,Deletion in the paternally derived chromosome 15,A mutation in the SNRPN promoter,B,True,0.1820936,0.32161808,0.2780921,0.21819623
Recombinant alpha-iduronidase is used for the treatment of which disease/syndrome?,Fabry disease,Gaucher disease,Hurler syndrome,Pompe disease,C,False,0.23293886,0.33412358,0.28166577,0.15127179
Research from Moshe Szyf and colleagues has provided significant findings on the epigenetic influences of prenatal maternal stress. This work has been labelled ______.,developmental epigenetics,social epigenetics,fetal epigenetics,maternal epigenetics,B,True,0.2836558,0.30088872,0.24866267,0.16679272
If both parents are affected with the same autosomal recessive disorder then the probability that each of their children will be affected equals ___.,1 in 4,1 in 2,2 in 3,1,D,False,0.23583144,0.30910188,0.24070676,0.21435992
The mutational mechanism in δβ-thalassaemia consists of:,a deletion.,a duplication.,an insertion.,a point mutation.,A,False,0.23631904,0.35055628,0.25316557,0.15995911
"Assuming Hardy-Weinberg equilibrium, the genoypte frequency of heterozygotes, if the frequency of the two alleles at the gene being studied are 0.6 and 0.4, will be:",0.8,0.64,0.48,0.32,C,False,0.2407828,0.3214915,0.2373724,0.20035328
Familial hypercholesterolaemia is caused by mutations in the gene which encodes what?,High density lipoprotein,HMG-CoA reductase,Low density lipoprotein,Low density lipoprotein receptor,D,False,0.11064898,0.40175065,0.25625625,0.23134404
A cross between two true breeding lines one with dark blue flowers and one with bright white flowers produces F1 offspring that are light blue. When the F1 progeny are selfed a 1:2:1 ratio of dark blue to light blue to white flowers is observed. What genetic phenomenon is consistent with these results?,epistasis,incomplete dominance,codominance,inbreeding depression,B,False,0.22861423,0.31393743,0.32149136,0.135957
The proportion of babies that have an abnormality identifiable at birth is _____.,1 in 10,1 in 40,1 in 100,1 in 500,B,False,0.17932269,0.30262336,0.316144,0.20191002
______ explained genetic disorders such as alkaptonuria and albinism.,Recessive inheritance has,Dominant genes have,X chromosomes,Y chromosomes,A,False,0.21801117,0.2574961,0.35048965,0.17400306
Which of the following conditions shows anticipation in paternal transmission?,Huntington disease,Marfan syndrome,Cystic fibrosis,Fragile X syndrome,A,False,0.15347745,0.3832736,0.26450026,0.19874874
A homeotic mutation is one which,is present in only one form in an individual,substitutes one body part for another in development,results in development of a tumor,is wild type at one temperature and abnormal at another,B,True,0.20105574,0.4200292,0.18584724,0.19306782
Which of the following is not a familial cancer syndrome,Familial adenomatous polyposis,Li-Fraumeni syndrome,Von Hippel-Lindau syndrome,Waardenburg syndrome,D,False,0.13256615,0.31249234,0.2936232,0.26131833
"The epigenetic inheritance system has been described as ______ (Mayr and Provine, 1980).",genotype inheritance,soft inheritance,RNA inheritance,hard inheritance,B,True,0.18708333,0.2898742,0.28490478,0.23813768
Severe anaemia at birth is a feature of what?,Alpha-thalassaemia,Beta-thalassaemia,Hereditary persistence of fetal haemoglobin,Sickle cell disease,A,False,0.1642678,0.33241478,0.2542842,0.24903318
"If an X-linked recessive disorder is in Hardy-Weinberg equilibrium and the incidence in males equals 1 in 100, then the expected incidence of affected homozygous females would be _______.",1 in 1000,1 in 4000,1 in 10 000,1 in 40 000,C,True,0.2042371,0.24392702,0.34076366,0.21107225
Tay-Sachs disease is caused by deficiency of _________________?,Alpha-L-iduronidase,Glucose-6-phosphatase,Hexosaminidase A,Homogentisic acid oxidase,C,False,0.27326614,0.28921622,0.2818513,0.15566643
A nonsense mutation involves:,a regulatory sequence.,an AG splice acceptor site.,the creation of a different amino acid.,the creation of a stop codon.,D,True,0.09237642,0.19558664,0.32814625,0.38389072
The polymerase chain reaction or PCR is a technique that,was used to demonstrate DNA as the genetic material,is used to determine the content of minerals in a soil sample,uses short DNA primers and a thermostable DNA polymerase to replicate specific DNA sequences in vitro.,measures the ribosome transfer rate during translation,C,True,0.124012545,0.20200801,0.56188464,0.112094775
The maternal serum level of alpha-fetoprotein (AFP) is lower than average in which situation?,Down syndrome,Exomphalos,Neural tube defects,Twin pregnancies,A,False,0.17782085,0.22937363,0.35829857,0.23450693
"______ has been described as the phenomenon by which one genotype can give rise to a range of different physiological or morphological states in response to different environmental conditions during development (West-Eberhard, 1989).",Fetal plasticity,The fetal origins hypothesis,Developmental plasticity,Environmental plasticity,C,False,0.22919586,0.2892018,0.24771208,0.23389028
Arabidopsis is advantageous for plant genetic research because:,it is commercially important as a food crop,it is an endangered species,it is the closest to humans of any existing plant,it is a small plant with a small genome size which can be raised inexpensively,D,True,0.061743826,0.19387478,0.29655272,0.44782865
The proportion of genes shared by first cousins is on average ___.,1.0/2,1.0/4,1.0/8,1.0/16,C,False,0.17374529,0.3143961,0.30253983,0.20931874
Which of the following is not a tumour suppressor gene?,APC,NF1,RB1,RET,D,False,0.15204774,0.30254918,0.27151543,0.27388775
Which of the following is a feature of X-linked dominant inheritance?,Parental consanguinity,Male to male transmission,Transmission only by females,Transmitted by males only to females,D,True,0.14972524,0.2714677,0.28258935,0.29621774
"On average, how many fragments would a restriction enzyme which recognizes a specific 4 base sequence in DNA be expected to cleave a double-stranded bacteriophage with a genome size of 5,000 bp into?",about 2,about 4,about 20,about 50,C,False,0.24499714,0.29286993,0.26397097,0.19816193
Positional cloning refers to,using a selection procedure to clone a cDNA,cloning a portion of a gene using PCR,isolating a gene by PCR using primers from another species,mapping a gene to a chromosomal region and then identifying and cloning a genomic copy of the gene from the region,D,True,0.098504,0.27676392,0.23317152,0.39156055
Plasmid vectors for cloning,can generally accommodate larger inserts than phage vectors can,"grow within bacteria, and are present in bacterial colonies on an agar plate",can accommodate inserts of over 100 kilobases,include centromeres to allow propagation in yeast,B,True,0.23003507,0.3043328,0.20888956,0.2567426
Transcriptional activator proteins,bind regions near a eukaryotic gene and allow an RNA polymerase to transcribe a gene,bind to ribosomes to activate the production of specific proteins,are produced during an infection of bacteria by a phage,are essential to function of transfer RNAs during translation,A,False,0.34364572,0.34414947,0.13586365,0.17634119
"Assuming that the level of glucose is low, a mutation in the repressor associated with the lac operon of E. coli which prevents binding of the repressor to lactose should result in: ",constitutive expression of the lac operon genes,lack of expression or reduced expression of the lac operon genes under all circumstances,expression of the genes only when lactose is present,expression of the genes only when lactose is absent,B,True,0.22444071,0.32807136,0.26187378,0.18561415
"In meiosis, recombination occurs in:",Metaphase I.,Prophase I.,Metaphase II.,Prophase II.,B,True,0.14624123,0.44933832,0.2797337,0.124686815
Leber's hereditary optic atrophy is caused by a mutation in:,chromosome 12.,chromosome 18.,chromosome 21.,mitochondrial DNA.,D,False,0.15326993,0.37417135,0.2994447,0.17311402
"Regarding exons, which, if any, of the following statements is correct?",Some exons in protein-coding genes consist of noncoding DNA.,The first exon of a protein-coding gene always contains the translational start site.,The last exon of a protein-coding gene always contains the normal termination codon.,A coding exon is always translated in just one of the three possible forward reading frames.,A,False,0.27757484,0.2824983,0.19228075,0.24764608
"In humans, each cell normally contains ______ of chromosomes.",11 pairs,23 pairs,32 pairs,46 pairs,B,True,0.31441233,0.41417736,0.15324752,0.118162856
"An increase in the inbreeding coefficient, F, is likely to result in:",reduced likelihood of heterozygotes being present in a population,higher proportion of genes that show linkage,higher proportion of genes with introns,higher level of difference between RNA molecules in two daughter cells,A,False,0.22880359,0.28479195,0.2411348,0.24526964
Which of the following findings on prenatal ultrasound examination would not raise suspicion of a chromosome abnormality?,Duodenal atresia,Holoprosencephaly,Hydrops fetalis,Monozygotic twins,D,True,0.16975942,0.22768028,0.25781304,0.34474728
"The likelihood of an individual in a population carrying two specific alleles of a human DNA marker, each of which has a frequency of 0.2, will be:",0.4,0.32,0.08,0.02,C,False,0.23505418,0.34431753,0.24000129,0.18062699
An Hfr strain of E. coli contains:,a vector of yeast or bacterial origin which is used to make many copies of a particular DNA sequence,a bacterial chromosome with a human gene inserted,a bacterial chromosome with the F factor inserted,a human chromosome with a transposable element inserted,C,False,0.15778288,0.32578492,0.2705234,0.2459088
Male to male transmission is a key feature of which pattern of inheritance?,Autosomal dominant,Autosomal recessive,X-linked dominant,X-linked recessive,A,False,0.21137933,0.32673508,0.24351248,0.2183731
Simple tandem repeat polymorphisms in humans are most useful for,solving criminal and paternity cases,reconstructing the relationships of humans and chimps.,estimating relationships of humans and Neanderthals,transferring disease resistance factors into bone marrow cells,A,False,0.24344085,0.3301598,0.20461494,0.2217844
Which of the following disorders is not suitable for population carrier screening?,Cystic fibrosis,Oculocutaneous albinism,Sickle cell disease,Tay-Sachs disease,B,True,0.18937908,0.29808402,0.27108264,0.24145427
Which of the following disorders does not show X-linked inheritance?,Duchenne muscular dystrophy,Tay-Sachs disease,Haemophilia A,Haemophilia B,B,True,0.18819942,0.3106253,0.2563594,0.24481589
The most common chromosome abnormality in first trimester spontaneous miscarriages is:,trisomy.,monosomy.,triploidy.,tetrasomy.,A,True,0.43345433,0.29778522,0.15945072,0.109309666
Which of the following karyotypes is not compatible with survival to birth?,"47,XY,+13","47,XX,+18","47,XY,+21","45,Y",D,False,0.19606669,0.2747797,0.2618443,0.26730937
Male breast cancer is associated with mutations in ___.,BRCA1,BRCA2,NF1,RET,B,True,0.30300033,0.327684,0.22078606,0.14852959
Pseudocholinesterase deficiency is associated with increased sensitivity to what?,Fava beans,Halothane,Primaquine,Succinylcholine,D,False,0.1793927,0.2839662,0.30571303,0.2309281
The most common cystic fibrosis mutation consists of:,a deletion.,a duplication.,a substitution.,an insertion.,A,False,0.29179138,0.3942564,0.19653156,0.11742063
The normal human chromosome diploid number is:,23,24,46,48,C,True,0.22797818,0.2744592,0.33906704,0.15849555
Advantages of using adenoviruses for gene therapy include:,long term expression.,low risk of insertional mutagenesis.,low immunogenecity.,easy assembly.,B,True,0.27350572,0.32122278,0.22827429,0.17699726
Which of the following statements about Hirschsprung disease is incorrect?,It shows an association with Down syndrome.,It is more common in girls than in boys.,RET is a major susceptibility gene.,Recurrence risks are greater for long segment disease than for short segment disease.,B,False,0.1534629,0.2797323,0.28973547,0.27706933
Which of the following conditions is caused by a trinucleotide (triplet) repeat expansion?,Cystic fibrosis,Duchenne muscular dystrophy,Huntington disease,Osteogenesis imperfecta,C,True,0.15169448,0.29805833,0.36510792,0.18513924
Which of the following causes female pseudohermaphroditism?,Androgen insensitivity,Campomelic dysplasia,Congenital adrenal hyperplasia,Klinefelter syndrome,C,False,0.17639823,0.3088242,0.29934552,0.21543209
Which component of transcribed RNA in eukaryotes is present in the initial transcript but is removed before translation occurs?,Intron,3’ Poly A tail,Ribosome binding site,5’ cap,A,False,0.16854176,0.41152447,0.24571185,0.17422184
Which of the following is not a recognized complication of cystic fibrosis?,Cancer of the oesophagus,Congenital absence of the vas deferens,Diabetes mellitus,Liver cirrhosis,A,False,0.13162865,0.31721792,0.29666594,0.2544876
Which of the following diagnostic techniques is of no value for the diagnosis of neural tube defects?,Amniocentesis,Chorion villus sampling (CVS),Maternal serum screening,Ultrasonography,B,False,0.12980893,0.26393837,0.2897784,0.31647423
Which of the following conditions is a peroxisomal disorder?,Acute intermittent porphyria,Maple syrup urine disease,Medium chain acyl-CoA dehydrogenase deficiency,Zellweger syndrome,D,False,0.12918392,0.3050759,0.35859963,0.20714054
Marked microsatellite instability is a feature of:,familial adenomatous polyposis.,hereditary non-polyposis colon cancer (HNPCC).,multiple endocrine adenomatosis type 2.,neurofibromatosis 1.,B,True,0.20737909,0.42573425,0.17126708,0.19561963
The common mutation in α-thalassaemia consists of:,a deletion.,a duplication.,an insertion.,a point mutation.,A,False,0.23710394,0.39725465,0.22170052,0.14394088
A baby born with pulmonary hypoplasia secondary to oligohydramnios caused by renal agenesis would be classified as having:,an association.,a dysplasia.,a sequence.,a syndrome.,C,True,0.2512152,0.28649265,0.2893687,0.17292346
The ______ is the set of observable characteristics and is the sum of genetic and environmental effects.,genotype,phenotype,both genotype and phenotype,neither genotype or phenotype,B,True,0.22710557,0.36339647,0.2884083,0.121089704
Which of the following trisomy karyotypes has the mildest effect on human development?,"47,XXX","47,XXY","47,XX,+13","47,XY,+21",A,False,0.18912554,0.27674928,0.27796975,0.2561554
Mutations that cause achondroplasia exert an effect which can be classified as:,dominant negative.,gain-of-function.,haploinsufficiency.,loss-of-function.,B,False,0.19396667,0.30320418,0.32399955,0.17882958
The presence of two or more cell lines from different zygotes in a single individual is known as:,mosaicism.,diploidy.,aneuploidy.,chimaerism.,D,False,0.20499459,0.3083632,0.27493536,0.21170685
The risk for miscarriage associated with amniocentesis is approximately ____.,1 in 10,1 in 50,1 in 100 to 1 in 200,1 in 1000,C,True,0.115331054,0.23349561,0.4300076,0.2211658
Autozygosity mapping is used to map disorders that show which pattern of inheritance?,Autosomal dominant,Autosomal recessive,X-linked dominant,X-linked recessive,B,True,0.21182871,0.3614017,0.22551286,0.20125665
Consanguinity shows a strong association with which pattern of inheritance?,Autosomal dominant,Autosomal recessive,X-linked dominant,X-linked recessive,B,True,0.19536188,0.39273158,0.223052,0.18885458
Most new mutations appear to be,beneficial,neutral or deleterious,present in homozygotes rather than heterozygotes,detectable using allozyme studies (protein electrophoresis),B,False,0.17084993,0.30337685,0.31052858,0.2152446
Twin studies in humans are useful because,they allow genetic as opposed to environmental influences on variation in a trait to be estimated,cloning of genes is facilitated by the presence of extra copies,they allow improved expression of genes,twins have a greater likelihood of being heterozygous,A,False,0.26304677,0.30348536,0.2008366,0.23263128
Complete the following sentence. The Philadelphia chromosome:,is an example of gene amplification.,is a product of a reciprocal translocation.,causes Burkitt's lymphoma.,causes retinoblastoma.,B,True,0.15649885,0.37824374,0.28031805,0.18493927
Enzyme assay can be used to identify carriers of:,Cystic fibrosis.,Fragile X syndrome.,Oculocutaneous albinism.,Tay-Sachs disease.,D,False,0.16954646,0.37562472,0.25576714,0.19906177
A high blood ammonia level occurs in:,galactosaemia.,Hurler's syndrome.,ornithine transcarbamylase (OTC) deficiency.,phenylketonuria.,C,True,0.13103803,0.29275772,0.359131,0.21707326
"In genome-wide association studies, known SNPs explain ______ of the variation in body mass index despite the evidence of greater than 50% heritability from twin and family studies.",only 5%,less than 1%,only 13%,less than 2%,D,False,0.20819351,0.31811908,0.2933855,0.18030193
Differential distribution of substances in the egg most typically results in:,differences in gene expression which may establish a pattern in the embryo as the cells divide,amplification of specific genes during development,development of polyploid tissues,loss of specific genes during development,A,False,0.24631447,0.28658667,0.17798,0.28911883
Which of the following conditions is not caused by a mutation in FGFR3?,Achondroplasia,Crouzon syndrome,Thanatophoric dysplasia,Waardenburg syndrome,D,False,0.1860199,0.31563362,0.2523882,0.24595828
