0,1,2,3,4,5,/shf-v4-llama-10000-kl-0.35_correct,/shf-v4-llama-10000-kl-0.35_choiceA_probs,/shf-v4-llama-10000-kl-0.35_choiceB_probs,/shf-v4-llama-10000-kl-0.35_choiceC_probs,/shf-v4-llama-10000-kl-0.35_choiceD_probs
What one of the following is not a key management skill in planning?,Conceptual skills,Analytical skills,IT and computing skills,Communication skills,C,False,0.26290584,0.31905794,0.17378606,0.24425022
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,Co-ordinator,Shaper,Resource investigator,Implementer,C,False,0.31342283,0.31271642,0.20088273,0.17297795
Which is not a recognised form of business continuity planning?,Contingency planning,Scenario planning,Financial planning,Building planning,D,False,0.26272273,0.33820018,0.12845571,0.2706213
What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,Opportunistic organisation,Enterprising organisation,International organisation,Agile organisation,D,False,0.28648657,0.29053777,0.20740287,0.21557274
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,False,0.26567295,0.32815245,0.15936297,0.24681158
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,False,0.26671624,0.32518962,0.17353538,0.2345588
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,True,0.32267448,0.32762086,0.1285701,0.2211346
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,False,0.24990202,0.3535184,0.11950702,0.27707255
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,False,0.24205007,0.38103142,0.13958001,0.23733853
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,True,0.39359137,0.33218205,0.12041467,0.1538119
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,True,0.3296002,0.30882975,0.15699044,0.20457965
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,True,0.22848216,0.29668003,0.2669103,0.20792747
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,False,0.24109279,0.37347022,0.1268581,0.25857884
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.28700113,0.33244172,0.14914463,0.2314125
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,True,0.2344053,0.24501589,0.12407095,0.3965079
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,False,0.1998693,0.31856647,0.23288113,0.24868304
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,True,0.2485218,0.30552965,0.18439429,0.26155427
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,False,0.24164225,0.34754366,0.15561327,0.25520074
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.29568535,0.37369218,0.1828463,0.14777607
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,False,0.27400583,0.3467473,0.19113955,0.1881073
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.23383805,0.35780036,0.14573854,0.262623
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,False,0.30774134,0.29826233,0.21256247,0.18143395
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.2464707,0.3148929,0.18416966,0.25446677
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.16224834,0.44109392,0.12798549,0.26867223
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.30994606,0.26926577,0.19150078,0.22928737
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,False,0.2903277,0.282894,0.214368,0.2124103
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.19015777,0.4148946,0.18010508,0.21484253
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,False,0.34325647,0.3457534,0.13001661,0.18097351
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.2787702,0.20603114,0.29313943,0.2220592
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,True,0.2571027,0.34664324,0.17010963,0.22614446
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.23068619,0.2859525,0.20341682,0.27994445
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.25799176,0.31833735,0.17171702,0.25195384
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,True,0.2574027,0.3274695,0.15757236,0.25755543
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.16408876,0.4118807,0.15243556,0.27159497
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.3390711,0.29066914,0.15554868,0.21471101
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.2902551,0.3149716,0.15967007,0.23510328
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.27669546,0.2755095,0.20935006,0.23844497
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.2757248,0.3107072,0.1760292,0.23753873
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.27789396,0.31789982,0.16702084,0.23718536
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.19276047,0.31203783,0.25844482,0.23675689
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.22965206,0.28298864,0.22719051,0.26016885
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.26678813,0.4626368,0.122608766,0.14796634
What is the optimal span of control?,2,5,7,None of the above,D,False,0.1739078,0.31592909,0.29309925,0.21706386
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,False,0.25928023,0.35699242,0.14125566,0.24247174
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.26494014,0.31301287,0.1745585,0.24748844
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.30460486,0.34182578,0.15209073,0.20147863
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.29918525,0.33204958,0.1890616,0.17970358
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.16282201,0.24517842,0.20353624,0.38846335
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,False,0.3009755,0.32488757,0.14409788,0.23003905
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.31862426,0.2307751,0.22886524,0.22173537
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,False,0.21902522,0.31589785,0.14308244,0.32199445
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.2912847,0.37399414,0.1514004,0.18332067
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,False,0.2437629,0.3242375,0.14454985,0.28744978
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,False,0.29312295,0.3197967,0.15171152,0.2353688
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.26631978,0.31846413,0.1713028,0.24391331
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.25869188,0.32363912,0.20275469,0.21491435
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.33853436,0.25434828,0.18432985,0.22278744
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.34129474,0.40733108,0.12844186,0.12293233
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.1553038,0.41935307,0.31826848,0.10707468
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.22720799,0.28747648,0.07733489,0.40798062
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.26999232,0.43752837,0.144188,0.14829136
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.2510509,0.34250244,0.18886518,0.21758161
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.2511488,0.28137523,0.28647536,0.18100059
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.2738375,0.1690846,0.34577835,0.21129952
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,False,0.2945655,0.32317647,0.13878772,0.2434704
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.3276295,0.28241327,0.18995008,0.20000717
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,True,0.24297383,0.2938997,0.23033278,0.23279376
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.24338074,0.31423923,0.19438456,0.24799551
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,True,0.22471656,0.3228145,0.27031955,0.18214944
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.2893452,0.26628035,0.1794356,0.26493886
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.19743487,0.26727256,0.38653216,0.14876044
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,False,0.34594378,0.27977094,0.3023038,0.07198143
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.23739237,0.29969794,0.14957392,0.3133358
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.2635655,0.30534214,0.17417593,0.2569165
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.14902595,0.28683782,0.3035575,0.2605787
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.32181525,0.29232225,0.1605259,0.2253366
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.26387653,0.33565816,0.1842893,0.21617596
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,False,0.25338295,0.29937294,0.22880635,0.21843769
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.28439546,0.25655723,0.24125192,0.21779543
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.30891472,0.22320214,0.19824804,0.26963505
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.34184262,0.3376178,0.13074201,0.1897976
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.36135125,0.23325385,0.14604506,0.2593498
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.26956144,0.32473233,0.14581355,0.25989264
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.13140216,0.23657691,0.34345663,0.28856432
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,True,0.3001099,0.3439386,0.12721105,0.22874047
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.34153157,0.31959203,0.14526044,0.19361587
