0,1,2,3,4,5,/shf-v4-llama-10000-kl-0.35_correct,/shf-v4-llama-10000-kl-0.35_choiceA_probs,/shf-v4-llama-10000-kl-0.35_choiceB_probs,/shf-v4-llama-10000-kl-0.35_choiceC_probs,/shf-v4-llama-10000-kl-0.35_choiceD_probs
"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is",0.015 joule.,0.15 joule.,0.015 joule.,1.15 joule.,B,False,0.3482175,0.30777952,0.19961694,0.14438604
"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",protect the insulation.,avoid effect of saturation.,improve the capabilities of the inverter.,protect thyristor from dV / dt.,B,False,0.22680864,0.25617194,0.2863867,0.23063272
Which of the following windings are necessary in case of all dc machines?,closed winding,lap winding,wave winding,open type winding,A,True,0.31091428,0.29025206,0.20985493,0.18897872
Relaxation Voltage controlled oscillators are used to generate,Sinusoidal wave,Triangular wave,Sawtooth wave,Both B and C,D,False,0.25455388,0.29063204,0.26293805,0.19187596
The supply frequency usually employed for high frequency eddy current heating is,1 KHz.,5 KHz.,10 MHz.,10 KHz to 400 KHz.,D,False,0.1797747,0.26608232,0.31822446,0.23591849
In the toggle mode a JK flip-flop has,"J = 0, K = 0.","J = 1, K = 1.","J = 0, K = 1.","J = 1, K = 0.",B,True,0.22851662,0.31343135,0.27557954,0.18247242
Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,A,True,0.31409726,0.29231998,0.20441389,0.18916881
A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,0.32.,0.67.,0.45.,0.27.,B,True,0.2521359,0.3422889,0.24741198,0.15816316
A Binary number system has how many digits.,0,1,2,10,C,False,0.2204203,0.2535953,0.2516026,0.27438185
"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",LC.,RL.,RC.,Any of the above.,C,True,0.24621376,0.23225085,0.3418672,0.17966822
Advantages of open loop control system is/are,simple and economical.,accurate.,reliable.,all of the above.,A,True,0.28441775,0.2268943,0.23944621,0.24924171
"The voltage induced in an inductor is represented as,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,product of its inductance and rate of change of current through it.,D,False,0.2621084,0.33723494,0.2297914,0.1708652
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",1,2,4,8,C,False,0.21285342,0.28682414,0.2857615,0.21456091
Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,True,0.27352175,0.34922162,0.20225279,0.17500383
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,False,0.2436735,0.273473,0.28163403,0.2012195
Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,True,0.14655046,0.28742376,0.4586838,0.107342
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,False,0.23338832,0.26844597,0.27972165,0.21844411
A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,D,False,0.23988341,0.27631852,0.24435307,0.23944503
A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,500 Hz.,250 Hz.,400 Hz.,625 Hz.,B,True,0.28530154,0.33930063,0.2320295,0.14336835
Speed control by variation of field flux results in,constant power drive.,constant torque drive.,variable power drive.,none of the above.,A,False,0.28559813,0.3188351,0.25158128,0.14398544
Which of the following memories uses one transistor and one capacitor as basic memory unit,SRAM,DRAM,Both SRAM and DRAM,,B,False,0.19024454,0.22730671,0.26791862,0.3145301
"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",2,4,5,6,A,False,0.23428312,0.26860693,0.280328,0.21678188
"The output of the system has an effect upon the input quantity, then the system is a",open loop control system.,closed loop control system.,either A or B.,none of the above.,B,False,0.33681288,0.31317022,0.22478168,0.12523519
"A sinusoidal signal is analog signal, because",it can have a number of values between the negative and positive peaks,it is negative for one half cycle,it is positive for one half cycle,it has positive as well as negative values,A,True,0.27779526,0.24924453,0.2416028,0.23135746
FM stands for,frequent modulation.,frequency modulation.,frequency moderator.,frequent moderator.,B,True,0.26892117,0.36838654,0.21328467,0.14940764
Stack is also known as,FIFO memory,Flash memory,LIFO memory,LILO memory,C,False,0.27507493,0.2751741,0.23859209,0.21115884
"In Ward-Leonard system, the lower limit of the speed imposed by",Field resistance.,Armature resistance.,Residual magnetism of the generator.,None of above.,C,False,0.21289088,0.3722665,0.2783482,0.1364944
Colpitts oscillator is also called as,Tank circuit oscillator,LC oscillator,Resonant circuit oscillator,All of the above,D,False,0.24004868,0.27782896,0.3194518,0.1626706
An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,2121.32 A.,4242.64 A.,C,False,0.26945493,0.31542456,0.26739424,0.14772631
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,False,0.22864892,0.3226386,0.2774526,0.17125992
Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,False,0.23550804,0.23702806,0.27163067,0.25583324
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,False,0.29549453,0.27848288,0.24119078,0.18483183
A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,D,False,0.35664538,0.22032505,0.2288939,0.19413565
Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,False,0.24629058,0.27794167,0.29367188,0.18209583
The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,C,False,0.22191975,0.3202967,0.29991683,0.15786672
The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,A,True,0.35627145,0.2795676,0.23037432,0.13378666
"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,True,0.17725825,0.28326166,0.36775416,0.17172597
Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,True,0.21285616,0.3745245,0.2946188,0.11800051
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,False,0.3357674,0.23786686,0.21284702,0.21351875
A null type instrument as compared to a deflected type instrument has,a lower sensitivity.,a faster response.,a higher accuracy.,all of the above.,C,True,0.26568124,0.22339642,0.2795373,0.23138504
"Length of the cable is doubled, its capacitance C will be",one-fourth.,one-half.,doubled.,unchanged.,C,True,0.27002537,0.27038872,0.2811941,0.17839181
Electrons in p-type material of a semi-conductor are called as,either minority carriers or majority carriers,minority carriers,majority carriers,valance carriers,B,False,0.35249117,0.25764862,0.20750126,0.18235904
________ is the most detrimental impurity in the magnetic materials,Carbon.,Sulphur.,Oxygen.,Nitrogen.,A,False,0.2220631,0.32044125,0.29720145,0.16029422
Voltage controlled oscillators are used commonly in,Pulse Modulators Frequency Modulators Phase Clocked loops,Frequency Modulators,Phase Clocked loops,All the above,D,False,0.297401,0.216967,0.2539036,0.23172836
Low frequency supply is necessary for direct core type induction furnaces because,With normal frequeny supply the electromagnetic forces causes severe stirring action in the molten metal.,Magnetic coupling between the primary and secondary circuit is poor.,Both A and B.,None of the above.,C,False,0.32875046,0.25576755,0.2600531,0.15542881
"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,the coil spring attached to the moving.,eddy current disk.,damping vane in the airtight chamber.,A,False,0.15871805,0.28127265,0.32079178,0.23921755
Which of the following is the analogous quantity for mass element in force-voltage analogy?,Resistance.,Inductance.,Capacitance.,All of the above.,B,False,0.17602266,0.2392824,0.325438,0.259257
A latch is ________ sensitive,both level and edge,edge,level,,C,False,0.31091747,0.24504426,0.2264768,0.21756145
What is used to protect the SCR from over current ?,CB and fuse.,Heat sink.,Snubber circuit.,Voltage clamping device.,A,False,0.135681,0.2369279,0.38439593,0.24299517
The errors mainly caused by human mistakes are,gross error.,instrumental error.,observational error.,systematic error.,A,False,0.25269362,0.25470126,0.26463482,0.22797027
Electrical analogous quantity for dash-pot in force-current analogy is,resistance.,conductance.,inductance.,capacitance.,B,True,0.2419768,0.31182465,0.29073736,0.15546118
Which lamp has the best Colour Rendering Index (CRI)?,LED,Fluorescent,Incandescent,High pressure sodium vapour,C,True,0.20668899,0.20680177,0.31467652,0.27183267
Power dissipation in ideal inductor is,Maximum,Minimum,Zero,A finite value,C,False,0.33904654,0.23883039,0.22031525,0.20180778
For intermittent work which of the following furnace is suitable?,Core less furnace.,Indirect arc furnace.,Either of above.,Nither of above.,B,True,0.19092634,0.3155911,0.28668657,0.20679608
In electrical resistance welding material of electrode should have,higher electrical conductivities.,higher thermal conductivities.,sufficient strength to sustain high pressure at elevated temperatures.,all of above.,D,False,0.21270096,0.21515281,0.35076287,0.22138335
Which of the following are the passive elements?,Resistor,Bulb,Both,None of these.,C,False,0.28466398,0.28942046,0.26011562,0.16579998
The main advantage of dielectric heating is that,heating occurs in the material itself.,heating occurs due to high frequency.,it can be used for drying the explosives.,None of the above.,A,False,0.23700355,0.3361433,0.26168784,0.16516538
Materials used in heat sink should have,high thermal conductivity.,large surface area.,high melting point.,All of these.,D,False,0.27954873,0.20144436,0.25940323,0.2596037
Conductor is static and the field is varying then emf will be induced. This principle is called,virtually induced emf.,dynamically induced emf.,static induced emf.,none of these,C,False,0.32469365,0.310014,0.22697943,0.13831298
"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is",500 MVA,400 MVA,125 MVA,100 MVA,A,False,0.24299371,0.30787787,0.25808,0.19104834
"According to the Bohr model, an electron gains or losses energy only by",moving faster or slower in an allowed orbit.,jumping from one allowed orbit to another.,being completely removed from an atom.,jumping from one atom to another atom.,B,False,0.34875947,0.29671863,0.18864252,0.1658793
A three-state buffer has the following output states,"1, 0, float","High, Low, Float",Both A and B,"Set, Reset, Halt",C,True,0.2556266,0.24684198,0.29471472,0.20281677
"By using which of the following elements, mechanical translational systems are obtained?",mass element,spring element,dash-pot,all of the above,D,False,0.2612424,0.29049516,0.21069635,0.23756602
"Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be",160 µF,10 µF,40 µF,5 µF,A,False,0.21134947,0.2900399,0.33689073,0.16171995
"The resistance of a conductor of diameter d and length l is R Ω. If the diameter of the conductor is halved and its length is doubled, the resistance will be",R Ω,2R Ω,4R Ω,8R Ω,C,False,0.2615409,0.35653,0.2421392,0.13978997
A single phase full bridge inverter can operated in load commutation mode in case load consist of,RL.,RLC underdamped.,RLC overdamped.,RLC critically damped.,B,False,0.21081832,0.2674526,0.30592203,0.21580702
A microprocessor is ALU,and control unit on a single chip.,and memory on a single chip.,register unit and I/O device on a single chip.,register unit and control unit on a single chip.,D,False,0.23814891,0.2917672,0.26773503,0.20234887
"To obtain a high value of capacitance, the permittivity of dielectric medium should be",low,zero,high,unity,C,True,0.2878321,0.18966931,0.32638177,0.19611679
Deflection method direct measurements are most widely used as these are,least time consuming.,most simple.,most simple and least time consuming.,most accurate.,C,False,0.2866754,0.25680757,0.2740374,0.1824797
Purely mechanical instrument cannot be used for dynamic measurements because they have,high inertia.,higher response time.,large time constant.,all of the above.,D,False,0.25183782,0.2367174,0.27801833,0.23342647
Advantages of higher transmission voltage is/are,Power transfer capability of the transmission line is increased,Transmission line losses are reduced,Area of cross section and volume of the conductor is reduced,all of the above,D,False,0.28467354,0.2292697,0.2610284,0.22502829
Under over voltage condition impedance offered by the voltage clamping device is,high.,low.,moderate.,infinity.,B,False,0.29387864,0.21402791,0.30691198,0.18518156
A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,upper surface of the conductor.,the ground surface.,midway between the conductor and ground.,A,False,0.2540889,0.28872722,0.2920933,0.1650905
In a dc machine 6 pole wave winding is used. The number of parallel paths are?,6,4,2,1,C,True,0.21210985,0.2781497,0.29444772,0.21529277
Which of the following is a digital device,Regulator of a fan,Microphone,Resistance of a material,Light switch,D,True,0.21561441,0.2663854,0.24333441,0.27466583
Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,square of instantaneous current.,square of the rate of change of current.,temperature of the inductor.,A,False,0.26384616,0.32197943,0.26556984,0.14860453
Which of the following is a variable displacement transducer?,tachometer,potentiometer,synchros,none of the above,B,False,0.19672285,0.26572418,0.31128347,0.22626947
"Five capacitors each of 5 µF are connected in series, the equivalent capacitance of the system will be",5 µF,25 µF,10 µF,1 µF,D,False,0.23357262,0.3102336,0.25862318,0.1975707
Susceptibility is negative for,non magnetic substances.,diamagnetic substances.,ferromagnetic substances.,none of above.,B,False,0.22343796,0.29393962,0.31093204,0.17169037
One of the following is the primary function of an oscillator,produces sinusoidal oscillations,generates non sinusoidal waveforms,generates sustained oscillations at a constant amplitude and specific frequency,none of the above,C,False,0.32738876,0.21464331,0.28806117,0.16990666
The metal surfaces for electrical resistance welding must be,rough.,clean.,moistened,coloured,B,False,0.28746495,0.27239847,0.25139654,0.18873999
The latching current of SCR is 20 mA. Its holding current will be,23 mA.,40 mA.,10 mA.,60 mA.,C,False,0.2443963,0.32610655,0.27831087,0.15118633
"In force-current analogy, electrical analogous quantity for displacement (x) is",voltage.,inductance.,capacitance.,flux.,D,False,0.23462516,0.3343268,0.27673033,0.15431768
Feedback circuit in an oscillator can be accomplished by,Resistive coupling between input and output,Capacitive coupling between input and output,Inductive coupling between input and output,Any one or combinations of the above methods,D,False,0.21048336,0.22229101,0.30271935,0.2645063
"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",LC circuit.,RC circuit.,RLC circuit.,RL Circuit.,D,False,0.3149912,0.27958354,0.2657708,0.13965446
What is the value of dielectric constant of air?,Less than 1,0.,1.,none of these.,C,False,0.2052239,0.30827683,0.2972415,0.18925774
Temperature variation is a/an,Digital quantity,Analog quantity,Either Digital or Analog quantity,,B,False,0.38650206,0.2184222,0.23802073,0.15705498
The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,30,140.,150.,200.,C,False,0.24963829,0.3097267,0.27123317,0.16940187
For a dc machine shunt resistance and armature resistance values are,high and high,high and low,low and low,low and high,B,False,0.24544533,0.2576173,0.2917928,0.20514452
The change of cross sectional area of conductor in magnetic field will affect,reluctance of conductor.,resistance of conductor.,(A) and (B) both in the same way.,none of above.,C,False,0.31549814,0.2706702,0.2614499,0.15238172
Which of the following is used in SCR to protect from high dV / dt?,Snubber circuit.,Fuse.,Equalizing circuit.,Circuit breaker.,A,False,0.20911312,0.2737105,0.2871379,0.2300385
"What are the sets of commands in a program which are not translated into machine instructions during assembly process, called?",Mnemonics,Directives,Identifiers,Operands,B,False,0.31921765,0.22610247,0.25829497,0.19638504
Speed of data transmission in 4-G network of telecom is,386 kbps - 2 mbps.,2 mbps.,2 mbps – 1 gbps.,100 mbps - 1 gbps.,D,False,0.3326881,0.32717434,0.2132695,0.12686804
Which of the followings is/are active element?,Voltage source,Current source,Both,None of these.,C,True,0.26753327,0.2828621,0.28541413,0.16419055
Electrical analogous quantity for spring element (K) in force-voltage analogy is,L,R,1/C,C,C,True,0.25736856,0.19447516,0.32307613,0.22508022
A quartz crystal oscillator consists of,only series resonant frequency.,only parallel resonant frequency.,both series and parallel frequencies.,neither series nor parallel frequency.,C,True,0.23032513,0.26280284,0.32740048,0.1794715
Which of the following oscillators are used for low frequency (LF) applications,LC oscillators,RC oscillators,Both LC and RC Oscillators,,B,False,0.29995048,0.219438,0.31761736,0.1629941
The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of diameter 1.2 m is,3 / 2.,1 / 3.,2 / 3.,2 / 5.,C,False,0.2542573,0.3330453,0.24209997,0.17059742
Relative error is same as,ratio of absolute error and true value.,absolute error.,true error.,none of the above.,A,False,0.27823523,0.29026735,0.24253438,0.18896309
If holding current of a thyristor is 2 mA then latching current should be,0.01 A.,0.002 A.,0.009 A.,0.004 A.,D,False,0.29144803,0.3546156,0.21196602,0.14197028
"In an intel 8085A, which is the first machine cycle of an instruction?",An op-code fetch cycle,A memory read cycle,A memory write cycle,An I/O read cycle,A,True,0.3268766,0.24376902,0.23166691,0.19768749
Which of the following are the disadvantages of a closed loop control system?,Reduces the overall gain.,Complex and costly.,Oscillatory response.,All of the above.,D,True,0.2752444,0.21153934,0.23776388,0.27545238
"Poles and zeros are arranged alternatively on negative real axis, then type of network is/are",LC network.,RC network.,RL network.,Both 2 and 3.,D,False,0.20104958,0.30662715,0.2743764,0.2179469
The magnetisation and applied field in ferromagnetic materials are related,sinusoidally.,non linearly.,linearly.,parabolically.,B,False,0.25983816,0.27249196,0.29588994,0.17177989
Thin laminations are used in a machine in order to reduce,Eddy current losses,Hysteresis losses,Both A and B,Copper losses,A,False,0.25635114,0.26881462,0.30338347,0.17145073
A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is,40π coulombs.,80π coulombs.,10π coulombs.,none of these.,B,True,0.31819952,0.3194175,0.2205479,0.14183505
In binary number system the first digit (bit) from right to left is called as,"LSB, Least Significant Bit","MSB, Most Significant Bit",First Bit,Last Bit,A,True,0.41411883,0.22161786,0.22619285,0.13807048
In two wattmeter method of power measurement if the total power is measured by one wattmeter only then power factor of the system is,0.,0.5.,1.,none of above.,B,True,0.2345119,0.33341542,0.23897627,0.19309637
A 0 - 100 V voltmeter has a guaranteed accuracy of 2 % of full scale reading. The voltage measured by the voltmeter is 75 V. The limiting error is in percentage,3.33 %.,2.66 %.,2 %.,1 %.,B,True,0.28030273,0.3659346,0.22516043,0.12860222
Which of the following methods is/are used for reactive or voltage compensation,shunt capacitor,series capacitor,generation excitation control,all of the above,D,False,0.27275556,0.27097026,0.23685846,0.21941578
The ROM programmed during manufacturing process itself is called,MROM,PROM,EPROM,EEPROM,A,True,0.2675939,0.2627858,0.25641015,0.21321021
In 8085 name/names of the 16 bit registers is/are,stack pointer.,program counter.,both A and B.,none of these.,C,False,0.30132186,0.29152077,0.22415116,0.18300618
Stability of a transmission line can be increased by,shunt capacitor,series capacitor,shunt reactor,both A and B,D,False,0.27109614,0.27603418,0.24591105,0.20695862
Snubber circuit is used with SCR,in series.,in parallel.,either series or parallel.,anti parallel.,B,False,0.24679665,0.24632965,0.31842726,0.18844648
The number of rings in the Bohr model of any element is determined by what?,Column number on periodic table.,Atomic mass.,Row number on periodic table.,Atomic number.,C,False,0.20206115,0.2930064,0.24327527,0.26165718
Silicon and Germanium are ________ elements.,trivalant,pentavalant,hexavalant,tetravalant,D,False,0.25308105,0.2637239,0.29388055,0.18931444
The number of output pins in 8085 microprocessors are,27.,40.,21.,19.,A,False,0.2483087,0.2978619,0.27138954,0.18243983
If P is the power of a star connected system then what will be power of an equivalent delta connected system?,P,3P,P/3,None of the above,A,False,0.1964991,0.26759705,0.28225794,0.25364593
Which oscillators are easy to fabricate in a monolithic IC?,Crystal oscillator.,Hartley oscillator.,Wien bridge oscillator.,Relaxation oscillator.,D,False,0.25250807,0.27032042,0.29178253,0.18538904
"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",DC only,AC only,Either AC or DC,An Impulse,C,True,0.28748244,0.20377977,0.29221633,0.21652147
The feedback factor of a Wien bridge oscillator using Op-Amp is,1/3,1/4,1/2,1,C,True,0.27868402,0.22166266,0.2899702,0.20968314
"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T1 & T2,T2 & T3,T3 & T4,T4 & T1,C,True,0.25664186,0.2482529,0.2777767,0.21732858
Which of the following is not a sinusoidal oscillator?,LC oscillator,RC phase shift oscillator,Relaxation oscillator,Crystal oscillator,C,False,0.20259856,0.288354,0.26997262,0.23907484
A wire carrying current is bent in the form of a circular loop. Then the magnetic field around each portion of the wire will be,parallel to the plane of the wire.,perpendicular to the circumference of the wire.,parallel to half portion and perpendicular for the other half.,none of above.,A,False,0.22425348,0.39267433,0.25479582,0.12827636
