0,1,2,3,4,5,/llama-7b_correct,/llama-7b_choiceA_probs,/llama-7b_choiceB_probs,/llama-7b_choiceC_probs,/llama-7b_choiceD_probs
Which of the following windings are necessary in case of all dc machines?,closed winding,lap winding,wave winding,open type winding,A,True,0.32090294,0.2783542,0.21262154,0.18812127
Relaxation Voltage controlled oscillators are used to generate,Sinusoidal wave,Triangular wave,Sawtooth wave,Both B and C,D,False,0.26107097,0.29590666,0.25392973,0.18909259
The supply frequency usually employed for high frequency eddy current heating is,1 KHz.,5 KHz.,10 MHz.,10 KHz to 400 KHz.,D,False,0.18640466,0.27486733,0.30454707,0.23418096
In the toggle mode a JK flip-flop has,"J = 0, K = 0.","J = 1, K = 1.","J = 0, K = 1.","J = 1, K = 0.",B,True,0.23358749,0.33017352,0.2695173,0.1667217
Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,A,True,0.32172543,0.30174577,0.19601594,0.18051293
A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,0.32.,0.67.,0.45.,0.27.,B,True,0.2710095,0.341384,0.23257376,0.15503277
A Binary number system has how many digits.,0,1,2,10,C,False,0.2234078,0.26666448,0.24366274,0.266265
"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",LC.,RL.,RC.,Any of the above.,C,True,0.26001513,0.24405997,0.31011185,0.18581308
Advantages of open loop control system is/are,simple and economical.,accurate.,reliable.,all of the above.,A,True,0.29604584,0.2337961,0.23104675,0.23911136
"The voltage induced in an inductor is represented as,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,product of its inductance and rate of change of current through it.,D,False,0.28459784,0.34293583,0.21293369,0.1595326
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",1,2,4,8,C,False,0.22383288,0.29627144,0.2682129,0.21168275
Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,True,0.29344022,0.34931803,0.19177665,0.16546503
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,False,0.25785795,0.26947466,0.26730773,0.2053597
Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,True,0.17153487,0.2758185,0.40494043,0.14770626
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,False,0.26113164,0.27699777,0.261741,0.20012952
A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,D,False,0.25107878,0.2833825,0.23488486,0.2306539
A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,500 Hz.,250 Hz.,400 Hz.,625 Hz.,B,True,0.30286187,0.33530405,0.21883501,0.14299908
Speed control by variation of field flux results in,constant power drive.,constant torque drive.,variable power drive.,none of the above.,A,False,0.29311144,0.31367135,0.24672526,0.14649193
Which of the following memories uses one transistor and one capacitor as basic memory unit,SRAM,DRAM,Both SRAM and DRAM,,B,False,0.19412442,0.25038233,0.25482056,0.30067265
"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",2,4,5,6,A,False,0.2517329,0.27438575,0.25985062,0.2140308
"The output of the system has an effect upon the input quantity, then the system is a",open loop control system.,closed loop control system.,either A or B.,none of the above.,B,False,0.34971932,0.30298895,0.21438304,0.13290872
"A sinusoidal signal is analog signal, because",it can have a number of values between the negative and positive peaks,it is negative for one half cycle,it is positive for one half cycle,it has positive as well as negative values,A,True,0.30279258,0.2532524,0.23485184,0.20910318
FM stands for,frequent modulation.,frequency modulation.,frequency moderator.,frequent moderator.,B,True,0.2707207,0.37586996,0.20547515,0.14793414
Stack is also known as,FIFO memory,Flash memory,LIFO memory,LILO memory,C,False,0.289953,0.27647144,0.23068266,0.20289293
"In Ward-Leonard system, the lower limit of the speed imposed by",Field resistance.,Armature resistance.,Residual magnetism of the generator.,None of above.,C,False,0.22884591,0.36522698,0.26895806,0.136969
Colpitts oscillator is also called as,Tank circuit oscillator,LC oscillator,Resonant circuit oscillator,All of the above,D,False,0.2591429,0.2902556,0.28829744,0.16230394
An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,2121.32 A.,4242.64 A.,C,False,0.2853162,0.30990577,0.25378776,0.1509902
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,False,0.23507303,0.31811383,0.27466995,0.17214325
Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,False,0.25542364,0.24743432,0.26186615,0.23527588
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,False,0.31487605,0.28076574,0.22466294,0.17969522
A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,D,False,0.3782063,0.22768109,0.21411882,0.1799938
Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,True,0.25400385,0.28880844,0.2782502,0.17893745
The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,C,False,0.2417225,0.31922284,0.27867177,0.16038282
The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,A,True,0.36398458,0.27844658,0.2168412,0.14072767
"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,True,0.1877031,0.27125207,0.36693192,0.17411298
Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,True,0.23462278,0.371668,0.2729168,0.120792344
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,False,0.3293723,0.24120936,0.20747195,0.22194645
A null type instrument as compared to a deflected type instrument has,a lower sensitivity.,a faster response.,a higher accuracy.,all of the above.,C,False,0.28432935,0.23400877,0.2650863,0.21657553
"Length of the cable is doubled, its capacitance C will be",one-fourth.,one-half.,doubled.,unchanged.,C,False,0.28720856,0.2790073,0.25886723,0.17491695
Electrons in p-type material of a semi-conductor are called as,either minority carriers or majority carriers,minority carriers,majority carriers,valance carriers,B,False,0.36908782,0.25717726,0.19444256,0.17929228
________ is the most detrimental impurity in the magnetic materials,Carbon.,Sulphur.,Oxygen.,Nitrogen.,A,False,0.24736567,0.33626363,0.2807622,0.13560855
Voltage controlled oscillators are used commonly in,Pulse Modulators Frequency Modulators Phase Clocked loops,Frequency Modulators,Phase Clocked loops,All the above,D,False,0.3063579,0.23356855,0.23850805,0.22156551
Low frequency supply is necessary for direct core type induction furnaces because,With normal frequeny supply the electromagnetic forces causes severe stirring action in the molten metal.,Magnetic coupling between the primary and secondary circuit is poor.,Both A and B.,None of the above.,C,False,0.34765962,0.2681054,0.2404065,0.14382844
"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,the coil spring attached to the moving.,eddy current disk.,damping vane in the airtight chamber.,A,False,0.18029112,0.28692207,0.30737537,0.2254114
Which of the following is the analogous quantity for mass element in force-voltage analogy?,Resistance.,Inductance.,Capacitance.,All of the above.,B,False,0.20633829,0.26260966,0.2946063,0.23644575
A latch is ________ sensitive,both level and edge,edge,level,,C,False,0.3066919,0.26371914,0.21644466,0.21314427
What is used to protect the SCR from over current ?,CB and fuse.,Heat sink.,Snubber circuit.,Voltage clamping device.,A,False,0.15216084,0.25477868,0.3672818,0.22577868
The errors mainly caused by human mistakes are,gross error.,instrumental error.,observational error.,systematic error.,A,True,0.27598184,0.25964993,0.2507151,0.21365309
Electrical analogous quantity for dash-pot in force-current analogy is,resistance.,conductance.,inductance.,capacitance.,B,True,0.2753695,0.31624785,0.2585969,0.14978577
Which lamp has the best Colour Rendering Index (CRI)?,LED,Fluorescent,Incandescent,High pressure sodium vapour,C,True,0.22295569,0.22571553,0.29359677,0.25773197
Power dissipation in ideal inductor is,Maximum,Minimum,Zero,A finite value,C,False,0.33854708,0.24157792,0.21803029,0.20184477
For intermittent work which of the following furnace is suitable?,Core less furnace.,Indirect arc furnace.,Either of above.,Nither of above.,B,True,0.22194129,0.33116686,0.25881925,0.18807267
In electrical resistance welding material of electrode should have,higher electrical conductivities.,higher thermal conductivities.,sufficient strength to sustain high pressure at elevated temperatures.,all of above.,D,False,0.22557054,0.22750022,0.3352604,0.21166882
Which of the following are the passive elements?,Resistor,Bulb,Both,None of these.,C,False,0.31269377,0.2820963,0.24530745,0.15990251
The main advantage of dielectric heating is that,heating occurs in the material itself.,heating occurs due to high frequency.,it can be used for drying the explosives.,None of the above.,A,False,0.24952553,0.3534763,0.24084675,0.15615147
Materials used in heat sink should have,high thermal conductivity.,large surface area.,high melting point.,All of these.,D,False,0.30011436,0.2197221,0.23987292,0.24029054
Conductor is static and the field is varying then emf will be induced. This principle is called,virtually induced emf.,dynamically induced emf.,static induced emf.,none of these,C,False,0.333111,0.30548048,0.21891,0.14249854
"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is",500 MVA,400 MVA,125 MVA,100 MVA,A,False,0.26261115,0.30441067,0.24838783,0.18459038
"According to the Bohr model, an electron gains or losses energy only by",moving faster or slower in an allowed orbit.,jumping from one allowed orbit to another.,being completely removed from an atom.,jumping from one atom to another atom.,B,False,0.3677989,0.3057068,0.17228954,0.15420474
A three-state buffer has the following output states,"1, 0, float","High, Low, Float",Both A and B,"Set, Reset, Halt",C,True,0.2715683,0.2661207,0.27320066,0.18911031
"By using which of the following elements, mechanical translational systems are obtained?",mass element,spring element,dash-pot,all of the above,D,False,0.27728078,0.29449973,0.20836806,0.21985146
"Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be",160 µF,10 µF,40 µF,5 µF,A,False,0.23359224,0.29579106,0.31160232,0.15901436
"The resistance of a conductor of diameter d and length l is R Ω. If the diameter of the conductor is halved and its length is doubled, the resistance will be",R Ω,2R Ω,4R Ω,8R Ω,C,False,0.26857162,0.35927957,0.22703303,0.14511584
A single phase full bridge inverter can operated in load commutation mode in case load consist of,RL.,RLC underdamped.,RLC overdamped.,RLC critically damped.,B,False,0.22407046,0.28430706,0.28567415,0.20594831
A microprocessor is ALU,and control unit on a single chip.,and memory on a single chip.,register unit and I/O device on a single chip.,register unit and control unit on a single chip.,D,False,0.2521995,0.3028357,0.25547963,0.18948516
"To obtain a high value of capacitance, the permittivity of dielectric medium should be",low,zero,high,unity,C,True,0.28279802,0.20985164,0.30724558,0.20010477
Deflection method direct measurements are most widely used as these are,least time consuming.,most simple.,most simple and least time consuming.,most accurate.,C,False,0.29389805,0.26544893,0.26050988,0.18014316
Purely mechanical instrument cannot be used for dynamic measurements because they have,high inertia.,higher response time.,large time constant.,all of the above.,D,False,0.27808827,0.25037077,0.2588303,0.21271074
Advantages of higher transmission voltage is/are,Power transfer capability of the transmission line is increased,Transmission line losses are reduced,Area of cross section and volume of the conductor is reduced,all of the above,D,False,0.2969792,0.23603162,0.2465526,0.22043662
Under over voltage condition impedance offered by the voltage clamping device is,high.,low.,moderate.,infinity.,B,False,0.3100224,0.23225541,0.28075635,0.17696582
A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,upper surface of the conductor.,the ground surface.,midway between the conductor and ground.,A,False,0.27521542,0.2926224,0.27176636,0.16039583
In a dc machine 6 pole wave winding is used. The number of parallel paths are?,6,4,2,1,C,False,0.22951013,0.2912585,0.2752063,0.20402505
Which of the following is a digital device,Regulator of a fan,Microphone,Resistance of a material,Light switch,D,False,0.23452531,0.27782658,0.2370139,0.2506342
Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,square of instantaneous current.,square of the rate of change of current.,temperature of the inductor.,A,False,0.2838291,0.32961696,0.2462129,0.14034113
Which of the following is a variable displacement transducer?,tachometer,potentiometer,synchros,none of the above,B,False,0.21461919,0.282068,0.2893663,0.21394645
"Five capacitors each of 5 µF are connected in series, the equivalent capacitance of the system will be",5 µF,25 µF,10 µF,1 µF,D,False,0.25175545,0.31710836,0.24150896,0.18962727
Susceptibility is negative for,non magnetic substances.,diamagnetic substances.,ferromagnetic substances.,none of above.,B,True,0.24696422,0.29307148,0.28459585,0.17536852
One of the following is the primary function of an oscillator,produces sinusoidal oscillations,generates non sinusoidal waveforms,generates sustained oscillations at a constant amplitude and specific frequency,none of the above,C,False,0.33292753,0.22452621,0.27813423,0.16441202
The metal surfaces for electrical resistance welding must be,rough.,clean.,moistened,coloured,B,False,0.3017955,0.2778675,0.2385774,0.18175958
The latching current of SCR is 20 mA. Its holding current will be,23 mA.,40 mA.,10 mA.,60 mA.,C,False,0.25552028,0.32778805,0.26296696,0.15372469
"In force-current analogy, electrical analogous quantity for displacement (x) is",voltage.,inductance.,capacitance.,flux.,D,False,0.27022403,0.3286756,0.25048044,0.15061994
Feedback circuit in an oscillator can be accomplished by,Resistive coupling between input and output,Capacitive coupling between input and output,Inductive coupling between input and output,Any one or combinations of the above methods,D,False,0.22315247,0.23938803,0.29197258,0.24548693
"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",LC circuit.,RC circuit.,RLC circuit.,RL Circuit.,D,False,0.32530755,0.2871081,0.24945717,0.13812721
What is the value of dielectric constant of air?,Less than 1,0.,1.,none of these.,C,False,0.20887811,0.31832314,0.27871284,0.1940859
Temperature variation is a/an,Digital quantity,Analog quantity,Either Digital or Analog quantity,,B,False,0.35301155,0.2238953,0.24354741,0.17954567
The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,30,140.,150.,200.,C,False,0.2724295,0.30505943,0.2522961,0.17021495
For a dc machine shunt resistance and armature resistance values are,high and high,high and low,low and low,low and high,B,False,0.26934856,0.2651712,0.2721392,0.19334105
The change of cross sectional area of conductor in magnetic field will affect,reluctance of conductor.,resistance of conductor.,(A) and (B) both in the same way.,none of above.,C,False,0.32275963,0.26659346,0.2520241,0.15862282
Which of the following is used in SCR to protect from high dV / dt?,Snubber circuit.,Fuse.,Equalizing circuit.,Circuit breaker.,A,False,0.23801629,0.28363425,0.270968,0.20738147
"What are the sets of commands in a program which are not translated into machine instructions during assembly process, called?",Mnemonics,Directives,Identifiers,Operands,B,False,0.33732814,0.23434325,0.23542519,0.19290343
Speed of data transmission in 4-G network of telecom is,386 kbps - 2 mbps.,2 mbps.,2 mbps – 1 gbps.,100 mbps - 1 gbps.,D,False,0.34101313,0.32805735,0.20237954,0.12855
Which of the followings is/are active element?,Voltage source,Current source,Both,None of these.,C,False,0.2839727,0.27996072,0.26963437,0.16643217
Electrical analogous quantity for spring element (K) in force-voltage analogy is,L,R,1/C,C,C,True,0.26299557,0.19790588,0.31161937,0.22747914
A quartz crystal oscillator consists of,only series resonant frequency.,only parallel resonant frequency.,both series and parallel frequencies.,neither series nor parallel frequency.,C,True,0.23546259,0.2687247,0.3142603,0.18155238
Which of the following oscillators are used for low frequency (LF) applications,LC oscillators,RC oscillators,Both LC and RC Oscillators,,B,False,0.29283708,0.2301084,0.30208203,0.17497244
The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of diameter 1.2 m is,3 / 2.,1 / 3.,2 / 3.,2 / 5.,C,False,0.26843935,0.33912304,0.22489306,0.16754444
Relative error is same as,ratio of absolute error and true value.,absolute error.,true error.,none of the above.,A,False,0.29030666,0.29819438,0.2320414,0.17945756
If holding current of a thyristor is 2 mA then latching current should be,0.01 A.,0.002 A.,0.009 A.,0.004 A.,D,False,0.30699864,0.35384563,0.1971883,0.1419674
"In an intel 8085A, which is the first machine cycle of an instruction?",An op-code fetch cycle,A memory read cycle,A memory write cycle,An I/O read cycle,A,True,0.35323334,0.24682155,0.21988466,0.18006054
Which of the following are the disadvantages of a closed loop control system?,Reduces the overall gain.,Complex and costly.,Oscillatory response.,All of the above.,D,False,0.31437615,0.2160929,0.22075503,0.24877597
"Poles and zeros are arranged alternatively on negative real axis, then type of network is/are",LC network.,RC network.,RL network.,Both 2 and 3.,D,False,0.21658614,0.31888455,0.25852248,0.20600677
The magnetisation and applied field in ferromagnetic materials are related,sinusoidally.,non linearly.,linearly.,parabolically.,B,True,0.2831385,0.2869978,0.2671952,0.16266845
Thin laminations are used in a machine in order to reduce,Eddy current losses,Hysteresis losses,Both A and B,Copper losses,A,False,0.2655012,0.27560616,0.28556034,0.1733323
A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is,40π coulombs.,80π coulombs.,10π coulombs.,none of these.,B,False,0.32160172,0.31995344,0.20620899,0.15223587
In binary number system the first digit (bit) from right to left is called as,"LSB, Least Significant Bit","MSB, Most Significant Bit",First Bit,Last Bit,A,True,0.4141055,0.23336148,0.21644205,0.13609104
In two wattmeter method of power measurement if the total power is measured by one wattmeter only then power factor of the system is,0.,0.5.,1.,none of above.,B,True,0.2440779,0.330107,0.22466646,0.20114863
A 0 - 100 V voltmeter has a guaranteed accuracy of 2 % of full scale reading. The voltage measured by the voltmeter is 75 V. The limiting error is in percentage,3.33 %.,2.66 %.,2 %.,1 %.,B,True,0.28636047,0.36091393,0.21971855,0.13300702
Which of the following methods is/are used for reactive or voltage compensation,shunt capacitor,series capacitor,generation excitation control,all of the above,D,False,0.29739168,0.2674531,0.22380583,0.21134937
The ROM programmed during manufacturing process itself is called,MROM,PROM,EPROM,EEPROM,A,True,0.28103513,0.26435778,0.2434073,0.2111998
In 8085 name/names of the 16 bit registers is/are,stack pointer.,program counter.,both A and B.,none of these.,C,False,0.31807587,0.28866723,0.21279263,0.18046425
Stability of a transmission line can be increased by,shunt capacitor,series capacitor,shunt reactor,both A and B,D,False,0.28870305,0.27642345,0.23438646,0.20048709
Snubber circuit is used with SCR,in series.,in parallel.,either series or parallel.,anti parallel.,B,False,0.2714815,0.26262748,0.28866223,0.17722876
The number of rings in the Bohr model of any element is determined by what?,Column number on periodic table.,Atomic mass.,Row number on periodic table.,Atomic number.,C,False,0.2161236,0.3071595,0.23136139,0.24535552
Silicon and Germanium are ________ elements.,trivalant,pentavalant,hexavalant,tetravalant,D,False,0.25448337,0.2747557,0.28262976,0.18813129
The number of output pins in 8085 microprocessors are,27.,40.,21.,19.,A,False,0.26596412,0.30581236,0.25152558,0.17669785
If P is the power of a star connected system then what will be power of an equivalent delta connected system?,P,3P,P/3,None of the above,A,False,0.18885005,0.28135836,0.27036613,0.2594255
Which oscillators are easy to fabricate in a monolithic IC?,Crystal oscillator.,Hartley oscillator.,Wien bridge oscillator.,Relaxation oscillator.,D,False,0.25701573,0.27564612,0.28955427,0.1777839
"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",DC only,AC only,Either AC or DC,An Impulse,C,False,0.29236618,0.21490239,0.2800408,0.21269056
The feedback factor of a Wien bridge oscillator using Op-Amp is,1/3,1/4,1/2,1,C,False,0.2947419,0.22742507,0.27205825,0.20577477
"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T1 & T2,T2 & T3,T3 & T4,T4 & T1,C,True,0.2659682,0.2512111,0.2727859,0.21003489
Which of the following is not a sinusoidal oscillator?,LC oscillator,RC phase shift oscillator,Relaxation oscillator,Crystal oscillator,C,False,0.19913703,0.28963107,0.28026158,0.23097041
A wire carrying current is bent in the form of a circular loop. Then the magnetic field around each portion of the wire will be,parallel to the plane of the wire.,perpendicular to the circumference of the wire.,parallel to half portion and perpendicular for the other half.,none of above.,A,False,0.24955402,0.3786767,0.24097994,0.13078932
